query,top_intent
Where did Randall going camping last year?,UNSUPPORTED
who in charge of first Friday ART SHOW,UNSUPPORTED
What are the best schools to attend in India's Neighborhood?,UNSUPPORTED
can you tell me if there is ice on my mother's house 5 pm?,UNSUPPORTED
Are there any quiet restaurants in Houston on the weekends,UNSUPPORTED
When did Bailey start driving to New Mexico?,UNSUPPORTED
What time does my mom's flight arrive today?,UNSUPPORTED
What is the cost of available tickets for the concert tonight at the Dayton Convention center this weekend,UNSUPPORTED
Where is TSU located in which state?,UNSUPPORTED
Is rush hour really an hour,UNSUPPORTED
What time is my brother's doctor appointment?,UNSUPPORTED
"Museums in Greenville, SC open on Saturday",UNSUPPORTED
Where can my husband go to get a good tattoo,UNSUPPORTED
Treebeard's holiday menu downtown location,UNSUPPORTED
Is the mexican grill opened tomorrow at 7:30p,UNSUPPORTED
Where are the best gas prices today?,UNSUPPORTED
How many Libras desire a career change?,UNSUPPORTED
Where can I eat Thai food on Christmas Day,UNSUPPORTED
I need a family friendly restaurant in Boston,UNSUPPORTED
How many of my friends are attending events in Rome,UNSUPPORTED
Which clubs serve free alcohol near me,UNSUPPORTED
Who do I know who also follows makeup bloggers on Instagram?,UNSUPPORTED
What are some cool museums on a friday in Seattle,UNSUPPORTED
When is my high school  reunion?,UNSUPPORTED
Nail salons in New Orleans open on the weekend,UNSUPPORTED
WalMarts open after midnight that have a bank near me,UNSUPPORTED
What kind of movies is most popular at AMC Theater in Colorado,UNSUPPORTED
fun bars in Chicago near Wicker Park,UNSUPPORTED
Does my cousin have a baby shower next month?,UNSUPPORTED
How does one successfully remove wrinkles?,UNSUPPORTED
When does Christmas break start for the local schools,UNSUPPORTED
What are some places to go on a date tonight around 9,UNSUPPORTED
Where to go shopping in Austin this week,UNSUPPORTED
What is the closest theater to me,UNSUPPORTED
Holiday music venues for tomorrow,UNSUPPORTED
"Is the Gulfarium closed for Christmas and if so, when will it reopen",UNSUPPORTED
Do I live near any movie theatres?,UNSUPPORTED
When was the last time you cried,UNSUPPORTED
To pick up dates for Salvation Army today,UNSUPPORTED
Florida bowling alleys open until 11pm,UNSUPPORTED
Places near me that can do an outdoor wedding,UNSUPPORTED
Are there any dinner theaters in the Seattle area,UNSUPPORTED
any hiking trail close by,UNSUPPORTED
Do you have a list of events happening near me with spots still available,UNSUPPORTED
What is the flea market that dad checked in to last weekend,UNSUPPORTED
Movies times near Marilyn's house,UNSUPPORTED
What do I need to do to get my teeth to be water,UNSUPPORTED
How cold will it be on my drive home from work tonight,UNSUPPORTED
Where is the closet Kroger to me located,UNSUPPORTED
Which restaurants are open on Christmas day in Honolulu,UNSUPPORTED
Best restaurant in Chicago,UNSUPPORTED
Where is the closest oral surgeon?,UNSUPPORTED
Any libraries open on the weekend in Hayward,UNSUPPORTED
where can I take my parents to dinner,UNSUPPORTED
Where's the best crawfish in New Orleans?,UNSUPPORTED
where could I get something for my mom,UNSUPPORTED
Most popular night clubs in San Antonio,UNSUPPORTED
What is your main career goal?,UNSUPPORTED
How has the opioid addiction effected Middlesex county in Massachusetts?,UNSUPPORTED
Is there a new hot spot in town,UNSUPPORTED
Are all schools closed for the Winter Festival and when do they reopen,UNSUPPORTED
Best honky tink bar in Nashville,UNSUPPORTED
Sundays are really fun day to wallk in lights,UNSUPPORTED
can I get Mexican food now,UNSUPPORTED
What kind of food is within a half mile of here,UNSUPPORTED
Driving range near me,UNSUPPORTED
"party planner available in Destin, FL in 2 weeks",UNSUPPORTED
who from my tennis group signed up to go the tennis event in Palm Springs that Jill organized?,UNSUPPORTED
Is Six Flags open this weekend,UNSUPPORTED
Find me some trampoline parks within an hour of Dover that I can take the kids to,UNSUPPORTED
Who would you like to move to a new place with?,UNSUPPORTED
Where is the nearest beach,UNSUPPORTED
What states has Diana visited this year?,UNSUPPORTED
Where can I eat Thai food in Burbank tonight,UNSUPPORTED
theme park hours,UNSUPPORTED
Was the event at Tessies canceled?  I can't find it in my event listing,UNSUPPORTED
40th birthday party planner,UNSUPPORTED
The Bluegrass club is crowded,UNSUPPORTED
Men's clothing stores in Houston,UNSUPPORTED
How much are tickets to tomorrow night's concert at the convention center,UNSUPPORTED
elegant party planner for an outdoor wedding,UNSUPPORTED
What is the new song out by Damian Marley,UNSUPPORTED
Which famous person would you like to be BFFs with,UNSUPPORTED
Give me a list of bars this weekend showing the big game,UNSUPPORTED
what fb groups is sarah a part of?,UNSUPPORTED
Show me pending friend requests from my coworkers.,UNSUPPORTED
Anniversary ideas,UNSUPPORTED
How to remove pimples,UNSUPPORTED
how much cash do I have in my wallet,UNSUPPORTED
Is Suzy Q's birthday party this weekend?,UNSUPPORTED
Price of lemons,UNSUPPORTED
where is the closest starbuck,UNSUPPORTED
When is the next homeland security training?,UNSUPPORTED
What bestselling book is out this week,UNSUPPORTED
Review the menu items for our potluck this Sunday,UNSUPPORTED
Which friend will take my place when I reschedule my hair appointment?,UNSUPPORTED
Any good wine bars in Amsterdam for tomorrow night,UNSUPPORTED
What are some special deals for round trip airlines to Puerto Rico,UNSUPPORTED
what time does the concert start at the Walmart amp today,UNSUPPORTED
Apple Patch near me with kids,UNSUPPORTED
Are any of my friends from high school going to the event this weekend?,UNSUPPORTED
Where is a good place to have a kid's birthday party in Chicago in the summer,UNSUPPORTED
What are the best site seeing places available in Paris tomorrow,UNSUPPORTED
When is the earliest the clubs open in Las Vegas,UNSUPPORTED
Is Daniela art performance next week ?,UNSUPPORTED
birthday ideas happening next week,UNSUPPORTED
How many photos has my mom been tagged in this month?,UNSUPPORTED
Show me friends from my social club who attended the Women's march.,UNSUPPORTED
party planner available tomorrow at 7 near me,UNSUPPORTED
play some music,UNSUPPORTED
show me darlene's skinny beach mom work outs,UNSUPPORTED
what restaurants stay open late near my office,UNSUPPORTED
Are you happy?,UNSUPPORTED
Is the new outdoor skating rink open,UNSUPPORTED
When does the Mardi Gras parade finally reach Bourbon St?,UNSUPPORTED
What year is my highschool reunion?,UNSUPPORTED
Where can I donate to charity on Christmas eve,UNSUPPORTED
When did I talk to you last,UNSUPPORTED
Give me information on theatres near me,UNSUPPORTED
Does Memorial weekend fall on the same weekend as my daughter's birthday?,UNSUPPORTED
Event halls for little people,UNSUPPORTED
Where do the most people eat near where I live?,UNSUPPORTED
Have any of my friends been to Israel?,UNSUPPORTED
On average,UNSUPPORTED
Any museums recently visited by my friends?,UNSUPPORTED
Who has the cheapest food next to the concert arena,UNSUPPORTED
When is the next event my friends are interested in going to in Boston?,UNSUPPORTED
What time does the closest club to me open,UNSUPPORTED
Name some clubs in LA,UNSUPPORTED
24 hour gyms that offer day passes,UNSUPPORTED
email my event list to my friends,UNSUPPORTED
"I want to go to a bar after the Colts game, where would you recommend",UNSUPPORTED
Is the mall open tonight,UNSUPPORTED
What is the best rated sushi place near me,UNSUPPORTED
Cool places to eat around Miami,UNSUPPORTED
are there jazz clubs near me,UNSUPPORTED
Best place to eat at,UNSUPPORTED
zagat rated in theater district,UNSUPPORTED
Is there a health food store near me?,UNSUPPORTED
clubs that are open after midnight tonight,UNSUPPORTED
Highest driving speed in USA,UNSUPPORTED
Safe running trails,UNSUPPORTED
Places to order food in Greenville after midnight,UNSUPPORTED
Find me a mermaid party planner,UNSUPPORTED
what time does santa's village open this weekend,UNSUPPORTED
Where  can I get food after 8 PM in Paris,UNSUPPORTED
Was anyone on my friends list traveling home for Thanksgiving or Christmas Break?,UNSUPPORTED
Is there an E-Sports Lounge in my area,UNSUPPORTED
When is Tish's wedding?,UNSUPPORTED
When was the last time my Dad went to the casino?,UNSUPPORTED
Mall of America holiday hours,UNSUPPORTED
Is Dennis still attending his appointment in Pittsburgh on Thursday?,UNSUPPORTED
Grocery stores near Miami,UNSUPPORTED
Are there any trampoline parks that will be open on Christmas Day,UNSUPPORTED
What is more popular in Lowell,UNSUPPORTED
"Lowest gas prices right now, near me",UNSUPPORTED
Where to find a kayak in Lahaina,UNSUPPORTED
casinos with free parking in Henderson,UNSUPPORTED
Ice skating rinks in Washington D.C,UNSUPPORTED
Where do people my mom's age go for fun in Tallahassee Georgia?,UNSUPPORTED
who has the best bloody mary special for sunday brunch,UNSUPPORTED
Is my 1970 USCG boot camp in Cape May,UNSUPPORTED
Is my father coming next week,UNSUPPORTED
Which of my friends are going to the Kenney Chesney concert?,UNSUPPORTED
When is the best time to go visit my friend?,UNSUPPORTED
What is the best Italian restaurant in Boston,UNSUPPORTED
Which restaurants do my family frequently eat at?,UNSUPPORTED
valentines day dinner restaurants,UNSUPPORTED
Are there any reservations available at Indian restaurants within 20 miles of here,UNSUPPORTED
What time does the Oakland zoo open on a weekend,UNSUPPORTED
Where are the best hiking areas nearby,UNSUPPORTED
Where would be a good educational place to take my children,UNSUPPORTED
Show traffic cams of route 84 in hartford now.,UNSUPPORTED
walmart customers service,UNSUPPORTED
Wake me up everyday except Wednesday this week at 8,UNSUPPORTED
summer or spring,UNSUPPORTED
dance clubs near me,UNSUPPORTED
Spa packages in Philly,UNSUPPORTED
Where do forty year olds like to hang out around my location,UNSUPPORTED
whats the total distance between moon and earth,UNSUPPORTED
"Thai restaurants open on Sunday in Greer, SC",UNSUPPORTED
airplane tickets to Honduras for next week,UNSUPPORTED
Would I rather be in the city or country?,UNSUPPORTED
Best hotels in Nebraska that are available tomorrow,UNSUPPORTED
Which sport events are going to have in Houston?,UNSUPPORTED
How late is In and Out on 5th street open until,UNSUPPORTED
"Have order ready for 4:00 pm, delivered to Capien Hills Apartments in Howard County.",UNSUPPORTED
Pizzerias open in Manhattan at 1am tonight,UNSUPPORTED
Does the Truckee Ice Rink rent ice skates this weekend,UNSUPPORTED
What time is my daughter's doctor's visit?,UNSUPPORTED
Where to buy fresh Christmas tree in Ft Lauderdale,UNSUPPORTED
Cut your own tree farms in hillsboro oregon open tonight,UNSUPPORTED
Who all says they are going to concerts this month?,UNSUPPORTED
Any chances of weather change during my driving?,UNSUPPORTED
Is the Coachland Dog Park open every day,UNSUPPORTED
can I get a menu for the chinese food place,UNSUPPORTED
What's traffic like on my way home?,UNSUPPORTED
how do I find a simply tasteful rep,UNSUPPORTED
any hotels with reasonable rates,UNSUPPORTED
Does Tina need extra help at The Diner next week?,UNSUPPORTED
Where can I go to pick out a Christmas tree that I can cut down myself,UNSUPPORTED
What is the average age for someone to retire from the government?,UNSUPPORTED
What are the most popular restaurants in Long Beach with my friends?,UNSUPPORTED
Art galleries in Dallas open after 8 pm,UNSUPPORTED
Where is the closest Santa's Village to me next week,UNSUPPORTED
"Are there any nightclubs in Manchester, NH that are open on a Sunday night",UNSUPPORTED
I need a romantic restaurant for my one year anniversary next Friday,UNSUPPORTED
Where is a good museum to go to in New York Christmas weekend,UNSUPPORTED
Is there a reenactment taking place next weekend at Washington's crossing?,UNSUPPORTED
Times the clubs open in San Jose tonight,UNSUPPORTED
Pumpkin carving farms near me,UNSUPPORTED
Where do my friends order pizza from?,UNSUPPORTED
have the games for next month on standby,UNSUPPORTED
How many of my dog sledding friends are doing the Iditarod this year?,UNSUPPORTED
food near me,UNSUPPORTED
Election news from Honduras,UNSUPPORTED
who is attending bike night,UNSUPPORTED
What time is it in New York City right now?,UNSUPPORTED
zagat rated dessert places in brooklyn,UNSUPPORTED
Where can I get a good drink,UNSUPPORTED
Places to eat in West Hollywood tonight,UNSUPPORTED
Mall hours during this month near Atlanta,UNSUPPORTED
When was the last time Catherine wrote something on her mother's profile?,UNSUPPORTED
how can I get cheap tickets for  art events,UNSUPPORTED
What event coordinators are near wine country,UNSUPPORTED
what are popular restaurants in Newport please,UNSUPPORTED
best place to go and have breakfast near me,UNSUPPORTED
where is the next turn off the highway now,UNSUPPORTED
How do you make eggs,UNSUPPORTED
Gas stations with showers on I85 open after midnight,UNSUPPORTED
do you like kids,UNSUPPORTED
Where's a good place to go grocery shopping,UNSUPPORTED
Ice skate rink hours  for Sunday December 9th,UNSUPPORTED
When did Craig check in at the Dairy queen?,UNSUPPORTED
Can my girlfriend come to the mall with me tonight?,UNSUPPORTED
play the songs for moenia at 8 am to wake me up,UNSUPPORTED
list the best places to view christmas lights near tuscaloosa this weekend,UNSUPPORTED
San Diego clubs that are open right now,UNSUPPORTED
How many of my friends are meeting up at Starbucks,UNSUPPORTED
Museums near me,UNSUPPORTED
How many kids are graduating from Grayslake North in May?,UNSUPPORTED
give me a good idea for something to do with my boyfriend,UNSUPPORTED
Near by Bars,UNSUPPORTED
places to go on a date in durham,UNSUPPORTED
How many of my friends have been to Los Angeles?,UNSUPPORTED
Where can I find the nearest Metro Bus stop,UNSUPPORTED
coffee shop near me opening within a month,UNSUPPORTED
rooftop bars still open in winter,UNSUPPORTED
Where is the nearest lake,UNSUPPORTED
Are any new local stores opening this week,UNSUPPORTED
restaurants with discount in peoria this weekend,UNSUPPORTED
What clubs are open tonight,UNSUPPORTED
Where is the nearest auto repair shop to David's house?,UNSUPPORTED
I want to watch home alone,UNSUPPORTED
Where is the best mall nearby,UNSUPPORTED
Is my daughter's 5th grade class doing the fundraiser this year?,UNSUPPORTED
best sushi places on oahu,UNSUPPORTED
What beaches on the Connecticut shore have bathrooms and a place to buy food,UNSUPPORTED
What Time does Taco bell Open Near me,UNSUPPORTED
Is the school district in Clastop County rated better than the schools in Lincoln County?,UNSUPPORTED
Seafood restaurants  in Alpharetta,UNSUPPORTED
Looking for a nice place to take David for dinner this weekend in Clearwater Beach,UNSUPPORTED
Where is a BBQ restaurant in Portland please,UNSUPPORTED
Any children's play centers near me open this weekend,UNSUPPORTED
Where is the nearest CVS?,UNSUPPORTED
What time will Publix in my area close on Christmas Eve,UNSUPPORTED
What is the best sushi spot,UNSUPPORTED
What weather is predicted for the rest of the week,UNSUPPORTED
How many of my college friends still attend homecoming in Tallahassee?,UNSUPPORTED
What is the best Mexican restaurant for a budget in Amarillo,UNSUPPORTED
Are an movie theatres open on Thanksgiving day,UNSUPPORTED
Need a Kosher Vegan place open on Sundays,UNSUPPORTED
"Cozy, intimate restaurants in New York City",UNSUPPORTED
Does Roger have the iPhone or Android,UNSUPPORTED
Are there any camping sites near Philadelphia,UNSUPPORTED
How many inches of snow did we get last week?,UNSUPPORTED
Open art galleries near me in near future,UNSUPPORTED
Where should I go tonight if I want good food and music,UNSUPPORTED
Is there a sushi place open at this time,UNSUPPORTED
Store hours to H&M in New York City,UNSUPPORTED
Toy stores with American Girl Dolls near me,UNSUPPORTED
"nearest catering service to Fairmont, wv",UNSUPPORTED
What are the exact directions from Youngstown NY to New Mexico and back?,UNSUPPORTED
When was my Dad's last hip surgery done?,UNSUPPORTED
Do you know the best company to work for in SF that my friends work at?,UNSUPPORTED
What spices are used in both Japanese and Mexican cooking?,UNSUPPORTED
Which restaurants are my friends tending to eat at the most?,UNSUPPORTED
when can i refill my air filter in my house,UNSUPPORTED
Locations near Central Jersey collecting cold weather gear the month of December,UNSUPPORTED
Movie theaters showing Rocky Horror this weekend,UNSUPPORTED
Who has watched the latest super hero movie,UNSUPPORTED
"Tomorrow Evening, 3 star dinner places",UNSUPPORTED
What are the best artists to book Hard Rock Cafe,UNSUPPORTED
Best place to eat a gyro,UNSUPPORTED
I will be visiting Minnesota,UNSUPPORTED
Where is the best place to go for fun on Christmas Eve in California,UNSUPPORTED
places to see around el paso,UNSUPPORTED
"Are there any comedy stores in Manchester, NH open tonight",UNSUPPORTED
top restaurants in Manhattan,UNSUPPORTED
Which of my friends have traveled to Europe?,UNSUPPORTED
How have you been,UNSUPPORTED
what time does the metrolink pick up during the holiday events this weekend,UNSUPPORTED
Best winery in Colorado,UNSUPPORTED
Do they have snow sleds at Ober Gatlinburg in Tennessee,UNSUPPORTED
italian Food in Mililani,UNSUPPORTED
Family friendly bars near me,UNSUPPORTED
What time does the sun rise today,UNSUPPORTED
Where can I rent a boat on Erie Lake?,UNSUPPORTED
can i have a hug,UNSUPPORTED
what days does Goodwill have deals,UNSUPPORTED
Which day of the week we always have dinner at my grandma Ilka?,UNSUPPORTED
Where is the Bahamas,UNSUPPORTED
Does Walmart have the new drone that's in their sales paper in Jasper Alabama,UNSUPPORTED
Do you know far my friend Marie lives from me?,UNSUPPORTED
How much are plane tickets to that city,UNSUPPORTED
facebook my events list to my family,UNSUPPORTED
When did my bingo buddy go to Italy,UNSUPPORTED
Is there an acoustic concert tonight at the vault?,UNSUPPORTED
my battery died,UNSUPPORTED
Birthday party planners next week in London,UNSUPPORTED
Closest mini golf course,UNSUPPORTED
Road Trip Itineries to Canada,UNSUPPORTED
Are there any family friendly casinos in Las Vegas,UNSUPPORTED
Is there a pub in Houston serving mulled wine for the holidays,UNSUPPORTED
What is the name of the Cedartown High School mascot?,UNSUPPORTED
Where is the nearest dentist here in San Antonio that is open till 10pm on a Saturday,UNSUPPORTED
Where is a good steak house near me,UNSUPPORTED
please turn on mt playlist,UNSUPPORTED
Places Li has been near me,UNSUPPORTED
Dog park closest to me,UNSUPPORTED
Any hotels left in vegas for new years eve,UNSUPPORTED
fancy restaurants in Olean NY,UNSUPPORTED
Call 911,UNSUPPORTED
Karaoke clubs open on weekends in Tyler,UNSUPPORTED
Are there any sports bars open tonight past 10 pm,UNSUPPORTED
When does the ice skating rink open downtown,UNSUPPORTED
what restaurants are open on Christmas around here,UNSUPPORTED
What show is delta playing on their planes this week,UNSUPPORTED
How many hours is Brooklyn,UNSUPPORTED
Where is a close mexican restaurant in Portland,UNSUPPORTED
What countries do friends my age visit?,UNSUPPORTED
When does Rick go rock fishing in Virginia?,UNSUPPORTED
How many of my friends have attended a Furry convention?,UNSUPPORTED
Which of my friends go to the red bulls games?,UNSUPPORTED
Suggestions for a good Tappas place that's not too far,UNSUPPORTED
Where is bubbas ice cream,UNSUPPORTED
When did breastfeeding become a popular feeding source for babies?,UNSUPPORTED
are tickets still available to Alton Brown in Indianapolis,UNSUPPORTED
Cruises from California for January,UNSUPPORTED
late-night bars Chicago north shore,UNSUPPORTED
Is Becky going to the Journey Concert in Michigan or Ohio?,UNSUPPORTED
When does Samuel start soccer?,UNSUPPORTED
Where to eat in Hollywood tonight,UNSUPPORTED
how far is it from Sally job from here?,UNSUPPORTED
directions to Superdome in New Orleans,UNSUPPORTED
what are the top places to eat in dallas texas,UNSUPPORTED
Where are the best apple pies made in Blakely,UNSUPPORTED
Does my boy Walter work at Milo's today,UNSUPPORTED
I need David to pick me up on his way to work tomorrow morning - please send him directions that pass my apartment.,UNSUPPORTED
I bought a new car,UNSUPPORTED
On any given week,UNSUPPORTED
I am bringing four platters of food,UNSUPPORTED
What restaurants are having speed dating in Greenville,UNSUPPORTED
Show me how many days until Holloween.,UNSUPPORTED
Directions to the die antword concert in Portland Oregon,UNSUPPORTED
Best winery to visit in ridgefield,UNSUPPORTED
Can you tell me what,UNSUPPORTED
Birthday party rentals,UNSUPPORTED
Can you find me a club with a live DJ this weekend in Philadelphia,UNSUPPORTED
Will it be beach weather this weekend,UNSUPPORTED
what are the requirements do join in amazon as qa,UNSUPPORTED
Can you recommend some great bars for me that are known for their parties,UNSUPPORTED
Where did the Vietnamese war ended?,UNSUPPORTED
family restaurants near brookfield zoo,UNSUPPORTED
can you turn on the light in the kitchen,UNSUPPORTED
Who posted on the franklin flea market cite?,UNSUPPORTED
What bars are open until 3 AM in Fort Meyers tonight,UNSUPPORTED
Locate the hottest nightclub in Miami for me,UNSUPPORTED
Where to have a party for my child,UNSUPPORTED
Where did I go for the vacation lately?,UNSUPPORTED
restaurants near the Chicago Theater,UNSUPPORTED
send out an email to family for next weeks events,UNSUPPORTED
Has my aunt Carol made it home yet from London?,UNSUPPORTED
Prices of gas near Dallas,UNSUPPORTED
what is firework for,UNSUPPORTED
best place to club in town,UNSUPPORTED
I need to find the best street directions to the market this Friday,UNSUPPORTED
Which of my friends are likely to go to the Pens game tomorrow?,UNSUPPORTED
Times to visit the parks in Jacksonville day time,UNSUPPORTED
How many restaurants at opryland hotel,UNSUPPORTED
Where can I go sleding,UNSUPPORTED
closest glow bowling place,UNSUPPORTED
Where is a BBQ restaurant in Portland,UNSUPPORTED
Gift wrapping service near me,UNSUPPORTED
Apple orchard in Georgia,UNSUPPORTED
How many times has my mother called me today?,UNSUPPORTED
can i max out my friends schedule,UNSUPPORTED
What time does south Lyon high school start classes,UNSUPPORTED
Show me pictures of my aunt's new dog.,UNSUPPORTED
Do my friends have any upcoming events this month?,UNSUPPORTED
Help me to find a good restaurant for Tuesday night,UNSUPPORTED
How many miles is the suns radius,UNSUPPORTED
Family themed restaurants with Thanksgiving reservations,UNSUPPORTED
Where can we go to play in the snow,UNSUPPORTED
Build-a-bear workshops in Charlotte,UNSUPPORTED
ac on,UNSUPPORTED
Places to visit in Lahaina,UNSUPPORTED
Taste of natural peanut butter,UNSUPPORTED
Share my destination with my dad,UNSUPPORTED
tree lots close by,UNSUPPORTED
Closest bakery to get Christmas cookies near me tomorrow,UNSUPPORTED
Haitian restaurants  not too far away but also parts of city that opens 24 hours,UNSUPPORTED
Where do I find the animals that go in the petting zoo on Friday at at the school gymnasium in Redford Colorado,UNSUPPORTED
Fifth Third field is located where,UNSUPPORTED
Has Adam shared any of his playlists online,UNSUPPORTED
Should we have catering services for the wedding,UNSUPPORTED
cider mills open today,UNSUPPORTED
Where did Kat go for her audition?,UNSUPPORTED
Cooking Contest starts at 2pm today. Please remind me,UNSUPPORTED
art galleries near me,UNSUPPORTED
Where are the best bars,UNSUPPORTED
What time does the Big Bang Theory start?,UNSUPPORTED
Best place to shop for Christmas trees in St. Louis this weekend,UNSUPPORTED
Tell me the movies my friends are talking about,UNSUPPORTED
What time can i catch the sunset by mrytle beach,UNSUPPORTED
what date is kim's going away party?,UNSUPPORTED
Any Strip Clubs open in Miami late night,UNSUPPORTED
Are there any open karaoke bars tonight,UNSUPPORTED
Kissimmee family friendly eateries,UNSUPPORTED
Clubs to go in New York,UNSUPPORTED
"Chinese food Waianae, open tonight",UNSUPPORTED
How many times have you lost your keys?,UNSUPPORTED
Where can I eat in Northridge on Christmas Day,UNSUPPORTED
Best neighborhoods to go trick or treating in on Halloween,UNSUPPORTED
Starbucks near me open late,UNSUPPORTED
will there be food trucks at the park this weekend,UNSUPPORTED
Is there a beach near Robby's house?,UNSUPPORTED
Will all people from Betty's side of the family be attending the service?,UNSUPPORTED
Is any of my high school friends going out of town this weekend?,UNSUPPORTED
any good mexican restaurants near current location,UNSUPPORTED
Bus schedule to work today,UNSUPPORTED
How can I find a non-alcoholic bar,UNSUPPORTED
Whose college graduation  ceremony is the same as mine?,UNSUPPORTED
How to pass the SAT,UNSUPPORTED
Next full moon,UNSUPPORTED
vegan restaurants open right now in Manhattan,UNSUPPORTED
Have a summer home in Los Angeles California,UNSUPPORTED
Anywhere good indoor place for kids,UNSUPPORTED
Taco trucks in Upstate SC available after 5 pm,UNSUPPORTED
Restaurants with vegetarian menu in Orlando,UNSUPPORTED
What's the best tour to take the in-law on when they come to visit,UNSUPPORTED
Mexican restaurants nearby,UNSUPPORTED
Where to eat in Arts District tonight,UNSUPPORTED
How many of my friends have iphones?,UNSUPPORTED
Lithuanian food restaurants in battle ground,UNSUPPORTED
Show all of my friends at the football game.,UNSUPPORTED
ice skating rinks in new jersey,UNSUPPORTED
When did World War 2 begin?,UNSUPPORTED
art galleries that are open today,UNSUPPORTED
where are some sports bars in tampa,UNSUPPORTED
Family Museums in Las Vegas,UNSUPPORTED
what time do the bars close in LA,UNSUPPORTED
"Howdy, bot. What's your favorite restaurant in Atlanta and would we need weekend reservations",UNSUPPORTED
What are the best hotspots in CityWalk,UNSUPPORTED
change my home address to,UNSUPPORTED
Any new video games,UNSUPPORTED
Does anyone from my school use online tutors,UNSUPPORTED
What are La Copine's hours this week,UNSUPPORTED
Italian restaurants in Scranton,UNSUPPORTED
How many of John's family members RSVPd to the party next weekend?,UNSUPPORTED
What time does my supervisor's husband leave for work every day?,UNSUPPORTED
Where's the best place to go this weekend to get pasta,UNSUPPORTED
Where was the last place my cousin visited in the United States?,UNSUPPORTED
Most healthiest food,UNSUPPORTED
dim the lights,UNSUPPORTED
Show me all the events my nearby friends are attending this week.,UNSUPPORTED
Where would I find good Japanese food in town,UNSUPPORTED
Is there shopping after hours in December,UNSUPPORTED
Restaurants serving vegetarian food in New Orleans this month,UNSUPPORTED
I am bored,UNSUPPORTED
trendy bars in Chicago River North,UNSUPPORTED
What are the best wineries for white wine in Napa,UNSUPPORTED
Where is the Rite Aid in Canton Ga,UNSUPPORTED
Any restaurant holiday specials within 30 miles of me,UNSUPPORTED
Is it almost time for Stephany's wedding?,UNSUPPORTED
What time to the bars close near me,UNSUPPORTED
"Best places to go on New Year's Eve, please",UNSUPPORTED
What was the name of the song they played at Josh's wedding that I liked?,UNSUPPORTED
Where can I have dinner in SOHO friday night,UNSUPPORTED
seafood restaurants menu in boca raton,UNSUPPORTED
List movie theaters near my brother's house,UNSUPPORTED
When is the best time to visit Hawaii?,UNSUPPORTED
Is my local Wal-Mart a 24 hour store,UNSUPPORTED
Are any of my family members going to the Spring Festival?,UNSUPPORTED
Flotation sessions groupon,UNSUPPORTED
How many floors did the old Purks Middle School,UNSUPPORTED
"event planner available in Tucson,az",UNSUPPORTED
We needs a few dozen of balloons for the party next tuesday,UNSUPPORTED
Pet friendly restaurants near me,UNSUPPORTED
Tickets for the Copacabana Times Square New Years Eve party,UNSUPPORTED
Tell me about attractions in downtown indianapolis,UNSUPPORTED
What is the name of the movie that my sisters were in,UNSUPPORTED
Where is the Nutcracker performing with available tickets within 20 miles of Colorado Springs,UNSUPPORTED
"if you won a million dollars, what would you do",UNSUPPORTED
are there any museums in downtown Las Vegas,UNSUPPORTED
best place to have margaritas,UNSUPPORTED
Any good museum for kids in New York,UNSUPPORTED
best place to christmas shop near me,UNSUPPORTED
