query,top_intent
Jewelry-making workshops in March in Norman,GET_EVENT
Concerts by Selena Gomez,GET_EVENT
events this weekend,GET_EVENT
whats at staples in a week,GET_EVENT
What can I do today,GET_EVENT
What's going on next weekend,GET_EVENT
concerts in Las Vegas this month,GET_EVENT
Are there any Gaming Meet and Swaps near me,GET_EVENT
Beach front holiday parties this evening,GET_EVENT
What's happening in Tremont this weekend,GET_EVENT
what day is the neo-soul happy hour in Vegas,GET_EVENT
Taylor Swift concerts near me,GET_EVENT
Looking for children's events in Decatur next week,GET_EVENT
Celine Dion concerts in my area this year,GET_EVENT
Brunches happening near midtown this Sunday,GET_EVENT
Holiday events in Fort Lauderdale,GET_EVENT
What shows are in Las Vegas,GET_EVENT
any basketball games this weekend,GET_EVENT
What's up in Southlake tonight,GET_EVENT
Any food festivals happening tomorrow,GET_EVENT
"looking for fun this to do with kids in harrisburg, pa tonight",GET_EVENT
Where can I take my kids for fun,GET_EVENT
Is there any live music near me tonight,GET_EVENT
Christmas events next week In Rhode Island,GET_EVENT
Are there any poetry reading events in my area this month,GET_EVENT
Are there any art openings in Dallas two weeks from tonight,GET_EVENT
what's going on next week,GET_EVENT
Flea markets near me within the next month,GET_EVENT
Showtimes for movies playing at the Edwards in downtown Boise,GET_EVENT
Things to do in Oakland,GET_EVENT
Christmas program events this weekend,GET_EVENT
What are some concerts that are happening,GET_EVENT
French Bulldog events in San Francisco next weekend,GET_EVENT
what's going on in Roanoke this weekend,GET_EVENT
Fireworks show for this month,GET_EVENT
Are there any movies playing today,GET_EVENT
where is the spring fling this year,GET_EVENT
What's happening in Atlanta this weekend,GET_EVENT
christmas breakfast with Santa near Michigan Avenue,GET_EVENT
What are the hours for the grand opening of Earth Fare in Roanoke Saturday,GET_EVENT
Do you have any event recommendations,GET_EVENT
Events at planet kids next week,GET_EVENT
When is that big food and wine festival at Disney World in Florida,GET_EVENT
What to do in Gresham on Friday night,GET_EVENT
Nutcracker performances,GET_EVENT
Reptile show near me,GET_EVENT
What's happening in Portland tomorrow night,GET_EVENT
What free events are Happening tonight in San Diego,GET_EVENT
Tree lighting in Rancho Santa Margarita this weekend,GET_EVENT
Anything to do next week,GET_EVENT
"I'm wanting to get into a healthy lifestyle, what events happening within this next week can you recommend",GET_EVENT
meetings for this week at work,GET_EVENT
Is anything going on tomorrow night,GET_EVENT
Art exhibits Omaha next month,GET_EVENT
At what time does the Boat parade start this Sunday,GET_EVENT
"events this weekend, college ave",GET_EVENT
"What is happening this weekend in Wichita, Kansas",GET_EVENT
are there any concerts at US Bank arena next week,GET_EVENT
When is the dance party at the Hilton hotel,GET_EVENT
What events are on in Camden Aquarium for Christmas,GET_EVENT
events near Seattle for New Year's Eve,GET_EVENT
Events happening in Portland next Wednesday,GET_EVENT
What is going on at the light fest tomorrow in Wickham Park,GET_EVENT
When is the next wine-tasting festival in Columbia,GET_EVENT
when is comic con this year,GET_EVENT
what is there to do in vegas next saturday,GET_EVENT
shows starts from Dusk till midnight,GET_EVENT
glow bowling in sarasota,GET_EVENT
"Hey Ocean concert this weekend in vancouver, British  Columbia",GET_EVENT
What's happening in Lexington next week,GET_EVENT
college basketball games tonight,GET_EVENT
Sporting events in Memphis this Friday,GET_EVENT
when is trick or treating in jersey,GET_EVENT
Concerts by U2 happening this weekend,GET_EVENT
Whats up in LA this week,GET_EVENT
What's happening on the 15th in Kissimmee,GET_EVENT
happy hour specials tonight,GET_EVENT
Paint Nite events near Boston,GET_EVENT
toddler classes in santa clarita this week,GET_EVENT
What to see in Gatlinburg,GET_EVENT
Kid friendly museum events next week,GET_EVENT
Things to do in Houston next weekend,GET_EVENT
What's happening during New Year's in Dallas,GET_EVENT
What are kid-friendly things to do in Big Bear,GET_EVENT
Wine social events today,GET_EVENT
Things to do in Los Angeles nest month,GET_EVENT
Are there any hikes near Philadelphia,GET_EVENT
Who's performing tomorrow at 9pm at Mahaffey theater,GET_EVENT
mardi gras parades in new orleans,GET_EVENT
any concerts near me,GET_EVENT
Music events in Minneapolis,GET_EVENT
Things to do in Santa Monica during the winter holidays,GET_EVENT
What live music is happening near me this weekend,GET_EVENT
When is the next Beyonce concert near me,GET_EVENT
What is going on at Calvary Chapel this month,GET_EVENT
Any new bands playing this weekend,GET_EVENT
Gun show next week in Ridgefield WA,GET_EVENT
Paint Night parties in New York tomorrow,GET_EVENT
When is Festival of the Lights at the park,GET_EVENT
Any cool events tomorrow,GET_EVENT
Concerts by Drake in Milwaukee next week,GET_EVENT
Where is the closest concert that is happening near me this weekend,GET_EVENT
what's happening in orange county this weekend,GET_EVENT
Concert by Keyshia Cole for tonight,GET_EVENT
What fun events are happening,GET_EVENT
are there any concerts tomorrow,GET_EVENT
what should I do tonight for fun in Syracuse tonight,GET_EVENT
Where is Billy Joel performing next,GET_EVENT
What festivals are this month,GET_EVENT
Anything fun to do this weekend,GET_EVENT
What's fun to do tomorrow night,GET_EVENT
kid concerts this week,GET_EVENT
What is going on this weekend,GET_EVENT
Christmas Lights show in Atlanta this December,GET_EVENT
Holiday concerts near me this weekend,GET_EVENT
Family events in Los Angeles this month,GET_EVENT
club events in Miami,GET_EVENT
Are there any parades in my area this weekend,GET_EVENT
What concert is coming up in Philadelphia in July,GET_EVENT
new year's eve events for kids,GET_EVENT
What time will The Weeknd be performing tonight,GET_EVENT
New years parties in Novi,GET_EVENT
Any wine or beer tasting events this weekend near me,GET_EVENT
ice skating rinks open in Buffalo NY next weekend,GET_EVENT
Things to do in Atlanta over Christmas break,GET_EVENT
Is there anything to do in Branson next week,GET_EVENT
Is there anything going on in Houston this week,GET_EVENT
Is there a special event at Sea World on December 12,GET_EVENT
I'd like to know what sporting events are available in New York City on Friday afternoon,GET_EVENT
Free dog adoption event this year near Stuart,GET_EVENT
When is the Kenny Chesney concert in Florida,GET_EVENT
Things to do in St. Louis Missouri next week,GET_EVENT
Are there any cooking competitions in central Florida,GET_EVENT
What's cool in Waikiki Friday night,GET_EVENT
I'm looking for any Nutcracker shows happening tonight. Any location in NYC or Long Island,GET_EVENT
Are there going to be any flashmobs that I can join in the next month or two,GET_EVENT
"Events in Phoenix, Arizona",GET_EVENT
Search for Christmas events in Melbourne for this weekend,GET_EVENT
What time does the Opera start in London on Monday,GET_EVENT
Fun things to do near me,GET_EVENT
Things to do in Baltimore next week,GET_EVENT
"are there any food festivals in west chester this fall, I would love to attend",GET_EVENT
Are there any poetry events around town this weekend,GET_EVENT
Christmas events in Lake Geneva,GET_EVENT
Things to do in Poland,GET_EVENT
is the event canceled from the fires,GET_EVENT
Football games on Saturday,GET_EVENT
What to do this weekend,GET_EVENT
What can I take the kids to this weekend that will be fun for them,GET_EVENT
Are there any special events near me,GET_EVENT
What's happening in Baltimore tonight,GET_EVENT
Things going on this weekend,GET_EVENT
Kid friendly plays this weekend,GET_EVENT
whats going on in johnson city next weekend,GET_EVENT
What events are happening near work today,GET_EVENT
food truck events in winter garden,GET_EVENT
New Year count down party in Miami,GET_EVENT
I need to find a first aid class that can be completed before december 31st,GET_EVENT
when is the next parade,GET_EVENT
"What's happening in Nashua, NH tonight",GET_EVENT
Music events in Fan Jose tomorrow,GET_EVENT
Wine festivals in NW Arkansas this weekend,GET_EVENT
Bowie Is exhibit dates,GET_EVENT
When does the Nutcracker end at PPAC,GET_EVENT
what is there to do tomorrow,GET_EVENT
Can you tell me if there is anything cool going on in Brigantine Friday night,GET_EVENT
Events at the trout,GET_EVENT
Concerts in Omaha,GET_EVENT
What is there to do,GET_EVENT
Volunteer events in town,GET_EVENT
parties for this weekend,GET_EVENT
Shows in Dodger Stadium on Christmas Eve,GET_EVENT
Is Keith Urban touring around here,GET_EVENT
Any Spanish concerts this month near downtown Miami,GET_EVENT
What's happening in Canton Ga tonight,GET_EVENT
what's available for 18-20 year olds to do tonight,GET_EVENT
Find me something I can take the kids to,GET_EVENT
What concerts are happening next week,GET_EVENT
Beach front parties this Monday,GET_EVENT
What's going on at the library this week,GET_EVENT
Children's show next weekend in Orlando,GET_EVENT
Are they any free yoga events at Regional park Cerritos,GET_EVENT
"Wine tasting, this month",GET_EVENT
COncerts by Billy Joel next week,GET_EVENT
What's hot in Boston tonight,GET_EVENT
Concerts by Maroon 5,GET_EVENT
Events for teens,GET_EVENT
The Offspring concert shows in the next month,GET_EVENT
Whats happening Friday night in Houston,GET_EVENT
what's fun to do today,GET_EVENT
Free donuts nearby,GET_EVENT
glass blowing shows this weekend,GET_EVENT
What is the earliest time I can watch Star Wars The Last Jedi in Los Angeles,GET_EVENT
What can I do for this weekend,GET_EVENT
Where is Jason Aldean performing this Friday,GET_EVENT
estate sales near Atlanta next week,GET_EVENT
Holiday events this week,GET_EVENT
any events in Orange County tonight,GET_EVENT
what should I do tonight,GET_EVENT
What's happening in downtown tampa friday night,GET_EVENT
find family friendly events in Portland happening next week,GET_EVENT
is the next concert taking place in Astoria park happening within the next month,GET_EVENT
Amusement park events near me,GET_EVENT
Mormon Tabernacle Choir Concert in Utah,GET_EVENT
Any fun events in Tucson this weekend,GET_EVENT
List me events happening this weekend,GET_EVENT
are there any costume parties going on near me,GET_EVENT
Rod Stewart concerts this year in California,GET_EVENT
When is my next event in my calendar,GET_EVENT
What is happening in Memphis tonight,GET_EVENT
What workshops are happening at Xerocraft in the next week/,GET_EVENT
when is the gun show at the expo center in portland oregon,GET_EVENT
When does the lighted boat parade start in Newport,GET_EVENT
Christmas parades,GET_EVENT
Are there any BDSM events coming to my area soon,GET_EVENT
Does Disney have any special events this month,GET_EVENT
movie times for sunday,GET_EVENT
upcoming Disney on Ice events near me this month,GET_EVENT
Musicals in Denver for Yule,GET_EVENT
When is the Pride Parade in Phoenix,GET_EVENT
Comic Conventions,GET_EVENT
is there any senior citizen events this weekend,GET_EVENT
Events happening in Peddlers Village the month of December,GET_EVENT
Where to see the best Christmas lights in Dallas,GET_EVENT
What events are coming up this weekend,GET_EVENT
are there any shows at the arena this weekend,GET_EVENT
Will Disneyland be doing a parade on Christmas Eve,GET_EVENT
Find me something festive to do,GET_EVENT
Ice cream socials nearby,GET_EVENT
Any musical plays around London next Thursday,GET_EVENT
What country concerts are in the area this month,GET_EVENT
Search for upcoming Adele performances,GET_EVENT
Any good concerts happening this weekend,GET_EVENT
Are there any estate auctions this week,GET_EVENT
Country concerts in town this month,GET_EVENT
Any things to do in Melbourne tomorrow,GET_EVENT
Are their any E-Sports cookouts near Knoxville this month,GET_EVENT
is there a comicon event in dallas texas this coming year,GET_EVENT
Are there any murder mystery dinner theatre productions in St. Louis area,GET_EVENT
events senior citizens,GET_EVENT
what is happening around here tonight,GET_EVENT
Is there any New Year's Eve parties in Denver,GET_EVENT
things to do this weekend in nashville,GET_EVENT
any open mic nights this friday,GET_EVENT
music events in Hemet,GET_EVENT
Holiday parties for toddlers next week,GET_EVENT
events at the Fox next month,GET_EVENT
concerts by the o'jays,GET_EVENT
when is the gingerbread house contest judging,GET_EVENT
what date is the concert at the amphitheater,GET_EVENT
what concerts are happening in maryland next month,GET_EVENT
Are there any music related events happening near me,GET_EVENT
what is happening in baton rouge on friday night,GET_EVENT
Whats happening near me tonight,GET_EVENT
Holiday plays in New York,GET_EVENT
Events in New York City,GET_EVENT
Are there any Christmas concerts happening near me tomorrow night,GET_EVENT
What is the main event at the Reno Grand Hilton Resort Hotel this Sunday,GET_EVENT
Things going on in Des Moines,GET_EVENT
What time does Lindsay Lohan go on in New York City next week,GET_EVENT
what is happening in central park that is family friendly,GET_EVENT
Things to do in Atlanta,GET_EVENT
Fun events,GET_EVENT
What can I do in Pioneer Town this weekend,GET_EVENT
santa events,GET_EVENT
events at the arena this weekend,GET_EVENT
Events in Norwood,GET_EVENT
"Children friendly concerts in Columbia, SC this month",GET_EVENT
What is the best activity for kids near me,GET_EVENT
Country concerts in town next week,GET_EVENT
Concerts happening tonight,GET_EVENT
Ice shows tomorrow in San Diego,GET_EVENT
What events are coming up for kids,GET_EVENT
Chocolate events this month,GET_EVENT
music concerts on big island during month of december,GET_EVENT
What hours is the Santa available at Cabelas in Portland,GET_EVENT
What is the next event happening at The Galleria of Tyler mall in riverside,GET_EVENT
Where is the place to be this weekend in El Paso,GET_EVENT
Anything going on in town next week,GET_EVENT
december monthly hikes,GET_EVENT
What's happening in Dallas this weekend,GET_EVENT
What is happening at Green Valley Ranch next week,GET_EVENT
art expositions,GET_EVENT
Christmas parties on 5th Avenue this weekend,GET_EVENT
Is Bon Jovi playing any time soon,GET_EVENT
Tractor pull contests near me this month,GET_EVENT
Whats going on in New York,GET_EVENT
Where is the grand grand opening of the new store,GET_EVENT
Stuff for kids to do in Boerne over Spring Break,GET_EVENT
Any events available in Madison Heights this morning,GET_EVENT
Holiday events in Schenectady tonight,GET_EVENT
When is the next Justin Timberlake concert in Los Angeles,GET_EVENT
Are there any good shows tomorrow night,GET_EVENT
anything happening in the ann arbor area this week,GET_EVENT
Events in Honolulu zoo,GET_EVENT
What is happening today,GET_EVENT
weekly yoga classes,GET_EVENT
Any special events in Daytona Beach this coming weekend,GET_EVENT
events in chicago this week,GET_EVENT
what to do for fun in Olean Ny,GET_EVENT
whats going on in Memphis tomorrow,GET_EVENT
What is happening in St. George tonight,GET_EVENT
sporting events happening near me this weekend,GET_EVENT
Christmas cooking class in Sacramento tomorrow,GET_EVENT
Exciting events on the Westside today,GET_EVENT
tours by Future in 2018,GET_EVENT
Rock concerts next month,GET_EVENT
Holiday Train show in New York City,GET_EVENT
What's the coolest thing to do next Wednesday in Beverly Hills,GET_EVENT
What's available to do in downtown Miami next week,GET_EVENT
what's going down this weekend in sacramento,GET_EVENT
food drives for Thanksgiving in Calhoun County this month,GET_EVENT
any free tastings happening tonight,GET_EVENT
Thursday events,GET_EVENT
i'm bored help,GET_EVENT
is there a corn maze near me,GET_EVENT
What Christmas events are there in town,GET_EVENT
Find Christmas events for this weekend,GET_EVENT
What music festivals are happening in the LA area this year,GET_EVENT
What churches in Woonsocket are having Christmas Eve services,GET_EVENT
What event is everyone going tonight,GET_EVENT
any comedy shows to go to on sunday in nyc,GET_EVENT
Things to do in Boulder this weekend,GET_EVENT
Events in Brunswick tonight,GET_EVENT
rv shows this year near me,GET_EVENT
Are there any good plays around me,GET_EVENT
Where can I see open Mic in Philadelphia this winter,GET_EVENT
Family friendly events near me next month,GET_EVENT
Ice skating classes in Baltimore,GET_EVENT
Anything cool happening tonight,GET_EVENT
any new movies to see near me tonight,GET_EVENT
I need help finding a last-minute show for this weekend,GET_EVENT
are there any singer songwriter events coming up this weekend,GET_EVENT
Pie baking contest in Atlanta next month,GET_EVENT
concerts by bruno mars,GET_EVENT
whats up in philly tomorrow,GET_EVENT
I need help finding kid-friendly concerts in New York this weekend,GET_EVENT
family events near me,GET_EVENT
what are the dates for the Boat Parade of lights in Havasu this month,GET_EVENT
What concerts are in Los Angeles this weekend,GET_EVENT
gingerbread making parties,GET_EVENT
How many music artists will visit Seattle in 2018,GET_EVENT
any cool events tonight,GET_EVENT
What concert is at the Dothan Civic Center tonight,GET_EVENT
Gift wrapping parties in San Francisco,GET_EVENT
what can I do in Tampa next month,GET_EVENT
Humane Society dog training classes,GET_EVENT
interesting things to do today,GET_EVENT
Anything fun happening in Seattle this week,GET_EVENT
Bruno Mars concerts,GET_EVENT
Where is the Hamilton tour performing this weekened,GET_EVENT
I want to find some place where to listen to live music in Denver,GET_EVENT
Nashville music festivals,GET_EVENT
any new exhibits coming to art galleries in Roanoke soon,GET_EVENT
Events happening in March for Fargo,GET_EVENT
Christmas events in San Jose tomorrow,GET_EVENT
it'd be nice to hear some music this weekend. anything going on in buford,GET_EVENT
Is there anything fun to do tomorrow,GET_EVENT
are there any art shows in Hanford this weekend around 7pm,GET_EVENT
Disney on ice,GET_EVENT
Is there a Halsey concert soon,GET_EVENT
What should I do tomorrow when I'm in Highland park,GET_EVENT
Any dog friendly events in Phoenix this month,GET_EVENT
Boston concerts for January,GET_EVENT
when does the new star wars movie come out,GET_EVENT
What is the location for the Vermont Wine Festival in June,GET_EVENT
Where could I go to dance in Sacramento this weekend,GET_EVENT
Any events happening tonight,GET_EVENT
Dog meet ups in Portland,GET_EVENT
What live music is playing near me this weekend,GET_EVENT
Tree lighting ceremonies,GET_EVENT
New Years Eve parties that are being held in NY City,GET_EVENT
concerts by dr dre,GET_EVENT
When is the next event at the Sanford Center in Bemidji,GET_EVENT
Bottomless mimosa brunches in Redondo Beach this weekend,GET_EVENT
"Things to do in Tempe, Arizona tonight",GET_EVENT
are there any christmas concerts tomorrow,GET_EVENT
What's going on in Irvine tomorrow,GET_EVENT
Find comedy shows nearby,GET_EVENT
Next concert performed at The Rosemont theatre after 6pm,GET_EVENT
Things to do in San Diego on Christmas Day,GET_EVENT
Any wine and food events in Napa this weekend,GET_EVENT
what is the date of this year wedding expo in atlanta,GET_EVENT
jennifer lopez concert next month in USA,GET_EVENT
Unique events happening this weekend,GET_EVENT
What's there to do tonight,GET_EVENT
What are the events at the Roanoke Civic Center next week,GET_EVENT
Hanson concerts coming up this month,GET_EVENT
What's going on tonight,GET_EVENT
any ideas of things to do today,GET_EVENT
Anything good kids event tomorrow,GET_EVENT
R&B concerts in Slidell this weekend,GET_EVENT
things to do in Austin this weekend,GET_EVENT
coffee house and music,GET_EVENT
What time is Santa at Yankee Candle tomorrow,GET_EVENT
Concerts- Bruce Springsteen,GET_EVENT
anything fun happening today please,GET_EVENT
Any live music tonight,GET_EVENT
What's happening on Las Vegas Strip,GET_EVENT
Concerts by Casting Crowns for next weekend,GET_EVENT
Concerts by Alicia Keys,GET_EVENT
Tell me the concerts coming to this venue next month,GET_EVENT
Kid friendly events in Raleigh this weekend,GET_EVENT
Where is the tree lighting ceremony in San Diego,GET_EVENT
Events happening tonight,GET_EVENT
What is happening in Cincinnati this weekend,GET_EVENT
Events in Rowlett,GET_EVENT
things to do in los angeles this weekend,GET_EVENT
Rock concerts tomorrow in Raleigh,GET_EVENT
"Pizza festival in Kissimmee, next Monday",GET_EVENT
Music events in LA at 9pm,GET_EVENT
What is happening in downtown Campbell tonight,GET_EVENT
What cool parties are happening tonight,GET_EVENT
Things to do in Montgomery Alabama,GET_EVENT
What's happening in the Seattle area tomorrow,GET_EVENT
Things to do in Montreal this Friday,GET_EVENT
What is happening in Disney Springs Saturday night,GET_EVENT
Christmas carol concerts in December,GET_EVENT
sublime concerts in mainland united states for 2018,GET_EVENT
Anything to do within a month,GET_EVENT
Ladies night in Orlando,GET_EVENT
What time can I watch The Roots on Jimmy Fallon on Friday,GET_EVENT
Are their any E-Sports Parties near me this month,GET_EVENT
literary events this week,GET_EVENT
Is anything going on this weekend,GET_EVENT
what are interesting things in garden grove this week,GET_EVENT
Christmas lights in Nashville tonight,GET_EVENT
is there any live music being played in kona this weekend,GET_EVENT
Events at the AAC,GET_EVENT
any good movies playing,GET_EVENT
what day is the Christmas parade in Temecula,GET_EVENT
music events in atlanta,GET_EVENT
Christmas parties in Pittsburgh in December,GET_EVENT
i need ideas on what to do today,GET_EVENT
Date and location for my 25 year high school reunion,GET_EVENT
Christmas ball dance downtown Manhattan this weekend,GET_EVENT
Family friendly events in Atlanta tomorrow,GET_EVENT
fun events for kids,GET_EVENT
Music concerts near me this weekend,GET_EVENT
is there anything going on tomorrow please,GET_EVENT
dog-friendly holiday events in Chicago,GET_EVENT
list of gaming events happening in New York city this weekend,GET_EVENT
what is going on this weekend,GET_EVENT
free events in Youngstown this month,GET_EVENT
any events this month,GET_EVENT
"Is Pink having a concert in Salt Lake, and when",GET_EVENT
anything fun going on in Napa tonight,GET_EVENT
festival of lights parties,GET_EVENT
"traveling to Portland, what's some free events for the Holidays next week",GET_EVENT
Are there any concerts happening near me anytime soon,GET_EVENT
midnight Halloween show will be scary for all,GET_EVENT
what dates are the state fair in ohio,GET_EVENT
What events are coming to Flint soon,GET_EVENT
When is ladies night at the Dirty Bourbon in Albuquerque,GET_EVENT
Christmas tree cutting in Elk Grove this weekend,GET_EVENT
Events near me,GET_EVENT
Concerts by Morrissey in Raleigh this Friday,GET_EVENT
things to do in chicago on december 7th,GET_EVENT
Demi Lovato house party this weekend,GET_EVENT
Snowboarding events in Killington,GET_EVENT
tell me comedy events happening this weekend,GET_EVENT
Where are Santa photos near me,GET_EVENT
what's happening in Orlando this weekend,GET_EVENT
Events at local aquarium next Friday,GET_EVENT
Events at Southlake Town Square this month,GET_EVENT
Music festivals next year,GET_EVENT
Christmas parties next weekend,GET_EVENT
tell me about fun events near me,GET_EVENT
Dog-friendly events in the Bay Area next week,GET_EVENT
Michigan Zoological Society Winter Gala date,GET_EVENT
What's fun and soon,GET_EVENT
Show me New Years Eve parties,GET_EVENT
What is happening on Thursday,GET_EVENT
When is the New Years party in NYC,GET_EVENT
Bruno Mars in Texas tour dates,GET_EVENT
Looking for latin dancing this weekend,GET_EVENT
Events today,GET_EVENT
Are there any breast cancer awareness events this month in Okaloosa,GET_EVENT
Are there any special museum exhibits currently happening near me,GET_EVENT
Concerts for kids to attend in Indianapolis this weekend,GET_EVENT
"Find some fun things to do in Las Vegas, NV tonight",GET_EVENT
Where are some New Years parties,GET_EVENT
What events are at American Airlines during December in Dallas,GET_EVENT
Cruisin' OC show in Ocean City MD next weekend,GET_EVENT
Things to do in Mississippi,GET_EVENT
Openings of new restaurants in Jacksonville,GET_EVENT
Music shows in Dallas next weekend,GET_EVENT
find me a wine tasting in the next month,GET_EVENT
Where are the Christmas parties this week,GET_EVENT
Ugly Sweater parties this week in Philly,GET_EVENT
Dance parties in Vegas on NYE,GET_EVENT
Are there any wine tastings in my area for this weekend,GET_EVENT
Hotel New Year parties in Miami,GET_EVENT
free blood pressure screening at the Gadsden Mall this month,GET_EVENT
Christmas events in Detroit next week,GET_EVENT
holiday events for adults next tuesday,GET_EVENT
when is the next blizz con event,GET_EVENT
holiday concerts this month,GET_EVENT
I need a concert tonight. Any ideas,GET_EVENT
what time does Shinedown go on stage on Dec 30 2017,GET_EVENT
What's going on this weekend in Roseville,GET_EVENT
Classical Concerts at the United Nations this week,GET_EVENT
when is the next blood drive,GET_EVENT
Dinner cruises out of Sheepshead Bay,GET_EVENT
anything exciting to do in sarasota tonight,GET_EVENT
Find the coolest things happening in Akron tonight,GET_EVENT
Apple picking near Cedar Rapids,GET_EVENT
Are there any Jazz artists in town this month,GET_EVENT
What fun things are going to be happening in Marinette this week,GET_EVENT
concerts,GET_EVENT
Beer events to consider going next year,GET_EVENT
Local events,GET_EVENT
Any holiday food events today,GET_EVENT
any concerts in california,GET_EVENT
Any Christmas tournaments next week,GET_EVENT
Any special events going on for the general public,GET_EVENT
next  50 cent concert,GET_EVENT
Events in Flagstaff,GET_EVENT
things to do for kids,GET_EVENT
wine tasting within 50 miles,GET_EVENT
what events can we do this weekend,GET_EVENT
What's happening,GET_EVENT
What's going on today,GET_EVENT
does Ripple have any book signings coming up,GET_EVENT
are there holiday themed kids events happening downtown this weekend,GET_EVENT
Is there any performance art in Washington DC in early March,GET_EVENT
Are there any Karaoke parties in Lucedale at 4PM,GET_EVENT
Concerts by Celine Dion for this weekend,GET_EVENT
What's going on in New York City that is free tomorrow night,GET_EVENT
whats going on in pittsburgh tonight,GET_EVENT
is springsteen in philly on saturday,GET_EVENT
Is there anything happening this weekend in Charleston for nightlife,GET_EVENT
Musical concerts in Dallas next weekend,GET_EVENT
tomorrow's events,GET_EVENT
what is happening,GET_EVENT
upcoming events in St Augustine,GET_EVENT
What concerts are playing in San Francisco,GET_EVENT
what going on in Las vegas tonight,GET_EVENT
Cooking baking parties all next week in Manhattan,GET_EVENT
country concerts coming to amway next month,GET_EVENT
family events in savannah for the month of june,GET_EVENT
largest event in sac next summer,GET_EVENT
Thanksgiving happening now,GET_EVENT
concert by Jay Z on new year eve,GET_EVENT
Fun for toddlers in Minneapolis,GET_EVENT
Where can I hear Bruce Springsteen playing next month,GET_EVENT
Things to do in Astoria. Saturday afternoon only,GET_EVENT
Give me a list of Christmas Houses to see in Miami and Fort Lauderdale,GET_EVENT
christmas tree lighting events near Oak Forest,GET_EVENT
Give me local parties going on tonight,GET_EVENT
"Which local, Catholic church has early mass on Christmas Eve and what time does it start",GET_EVENT
What are some Christmas events in Branson today,GET_EVENT
Are there any kid-friendly events in Astoria tomorrow afternoon,GET_EVENT
Any events by the lake on Sunday,GET_EVENT
When does the festival of lights open this season,GET_EVENT
New Year's Eve celebration near Dayton,GET_EVENT
What is happening at the Square this weekend,GET_EVENT
Family movie night this weekend,GET_EVENT
What are some upcoming events near me,GET_EVENT
What's going on in Salem in January,GET_EVENT
Are there any family events coming up at the expo center,GET_EVENT
What's happening in Richmond tonight,GET_EVENT
Kids events in the San Fernando Valley for the month of April,GET_EVENT
Festival of Carols Concert in downtown Los Angeles within a month,GET_EVENT
Free fitness events in Charleston next month,GET_EVENT
Things to do in Nevada,GET_EVENT
Where can I find fun events for the kids to do this weekend in Cincinnati,GET_EVENT
Are there any music events in Cincinnati this weekend,GET_EVENT
theater events in san jose this weekend,GET_EVENT
Are there any holiday concerts this weekend,GET_EVENT
List music events in Michigan for December,GET_EVENT
Shows in Las Vegas this weekend,GET_EVENT
Is Taylor Swift performing this month in Sevierville,GET_EVENT
Wine tasting near Atlanta,GET_EVENT
Free adult events this weekend,GET_EVENT
things to do on oahu in december,GET_EVENT
is there any event tonight,GET_EVENT
are there any parties happening this weekend in Orange County,GET_EVENT
I need help finding something to do with my kids tomorrow morning,GET_EVENT
Are there any Christmas Eve events in Summerville,GET_EVENT
outdoor concerts this month,GET_EVENT
concerts next week,GET_EVENT
free christmas concerts in south lyon,GET_EVENT
events,GET_EVENT
pet friendly attractions in Orlando please,GET_EVENT
When is the st patrick's parade in White Plains,GET_EVENT
what month is selena gomez coming to florida,GET_EVENT
Country music festivals coming up next year,GET_EVENT
Holiday plays in Queens this week,GET_EVENT
When is the next farmer's market,GET_EVENT
What's happening in Philadelphia tonight,GET_EVENT
Beer festivals nearby this weekend,GET_EVENT
Plant Nite events in Somerville next week,GET_EVENT
Theater performances happening near me in September,GET_EVENT
anything poppin this weekend in atlanta,GET_EVENT
Easter egg hunts near me,GET_EVENT
recommend some events next month happening outdoors,GET_EVENT
fun things to do tomorrow that's close to me,GET_EVENT
concerts by mhd this weekend in the west coast,GET_EVENT
where is the best fireworks show,GET_EVENT
What is there to do near me,GET_EVENT
Winter festivals in Detroit next weekend,GET_EVENT
paw patrol live,GET_EVENT
where to have fun in Long Beach California Saturday night,GET_EVENT
rock concerts in ann arbor past 9pm in the next week,GET_EVENT
Find me Christmas events this weekend,GET_EVENT
Any special Christmas events this week,GET_EVENT
the lion king in Detroit,GET_EVENT
Art shows in San Diego Friday night,GET_EVENT
What are things to do in Palm Springs this weekend,GET_EVENT
Any pop up restaurants today in the city,GET_EVENT
Any wine tasting events this event,GET_EVENT
list of winter wonderlands,GET_EVENT
Vocal classes in Portland for January,GET_EVENT
something to do,GET_EVENT
Fleetwood Mac concerts next month anywhere in the United States,GET_EVENT
What's going on in Vegas next weekend,GET_EVENT
events in down town,GET_EVENT
When is the gay rodeo coming near me,GET_EVENT
Good concerts for preteens in Portland this summer,GET_EVENT
Any events this weekend that involve sports,GET_EVENT
any events i should go to,GET_EVENT
Any family friendly events this weekend,GET_EVENT
Anime expo near me this year,GET_EVENT
Things to do in Chicago for Hannukah this year,GET_EVENT
What is there to do today,GET_EVENT
Concerts by The Pretenders tomorrow night,GET_EVENT
Kids events scheduled for tomorrow,GET_EVENT
concerts by snarky puppy on sunday,GET_EVENT
anything fun to do over the weekend,GET_EVENT
Holiday parties in Vermont,GET_EVENT
When is the wing and beer Festival in the short North,GET_EVENT
Sports events this season in Chicago,GET_EVENT
What race events will be happening in New England this year,GET_EVENT
where are today's events,GET_EVENT
Concerts by Pink,GET_EVENT
